intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,name,filename,md5
6600000,0.03892657033323503,1.0,0.03892657033323503,0.08774783663782183,9.97121212121212,BX119912.1 Rhodopirellula baltica SH 1 complete genome,data/refseq-k21.sbt.json,7f160cdfaaa1bd3cb9345dde78061521
5530000,0.032615747567089355,0.8049490538573508,0.032615747567089355,0.021973626315017532,2.980108499095841,"BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome",data/refseq-k21.sbt.json,49dcc05178ac72326de9646578f376e3
5210000,0.030728398702447656,0.7729970326409495,0.030728398702447656,0.015266870224936332,2.197696737044146,"CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome",data/refseq-k21.sbt.json,83bd36beaea8594fb28d3e4e44fe563f
5000000,0.029489826010026542,0.8169934640522876,0.029489826010026542,0.015133535113801517,2.27,"AE015928.1 Bacteroides thetaiotaomicron VPI-5482, complete genome",data/refseq-k21.sbt.json,12cd55e54f72933ac8eb37ca369663bd
4930000,0.02907696844588617,0.9840319361277445,0.02907696844588617,0.038040507206762754,5.787018255578094,"AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome",data/refseq-k21.sbt.json,c35c32df9d43c14ed9f81e35f2331e06
4170000,0.024594514892362133,0.8669438669438669,0.024594514892362133,0.01577354364724863,2.8369304556354917,"CP001364.1 Chloroflexus sp. Y-400-fl, complete genome",data/refseq-k21.sbt.json,c63bdc8ad8823143c2bb0fc05536cdd9
4140000,0.024417575936301977,0.4394904458598726,0.024417575936301977,0.008600114668195576,1.5579710144927537,"CP000270.1 Burkholderia xenovorans LB400 chromosome 1, complete sequence",data/refseq-k21.sbt.json,c7a74b6e204c56a29a67582e3003c4d5
4050000,0.0238867590681215,0.9854014598540146,0.0238867590681215,0.03025373671648955,5.602469135802469,"CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome",data/refseq-k21.sbt.json,4eef1714ac63252d3b183be5fa37ea57
3940000,0.023237982895900913,0.9974619289340102,0.02317900324388086,0.04597394631928426,8.773536895674301,"CH959317.1 Sulfitobacter sp. NAS-14.1 scf_1099451320472 genomic scaffold, whole genome shotgun sequence",data/refseq-k21.sbt.json,6ccfc2298d432314844cae985cabcff6
3780000,0.022294308463580065,0.9717223650385605,0.022294308463580065,0.0262536833824451,5.208994708994709,"AE017180.2 Geobacter sulfurreducens PCA, complete genome",data/refseq-k21.sbt.json,4176760dfc22f8fbbba7f7c3326a3c22
3670000,0.02164553229135948,0.6924528301886792,0.02164553229135948,0.01040013866851558,2.1253405994550407,"AE010299.1 Methanosarcina acetivorans str. C2A, complete genome",data/refseq-k21.sbt.json,39e441c33cf5bedcec5b037b488c5e64
3620000,0.021350634031259214,0.9209183673469388,0.02129165437923916,0.013786850491339885,2.8642659279778395,"CP000568.1 Clostridium thermocellum ATCC 27405, complete genome",data/refseq-k21.sbt.json,ad820705026d2ec6dc0d590093091d33
3480000,0.020524918902978473,0.6373626373626373,0.020524918902978473,0.010226803024040321,2.204022988505747,"CP000850.1 Salinispora arenicola CNS-205, complete genome",data/refseq-k21.sbt.json,181a22864d94d8556d60def06b382102
3490000,0.020583898554998526,0.7234927234927235,0.020524918902978473,0.010853478046373951,2.339080459770115,"CP001013.1 Leptothrix cholodnii SP-6, complete genome",data/refseq-k21.sbt.json,f188ff71ae3136724482c773d544436a
3390000,0.019994102034797994,0.7296703296703296,0.01958124447065762,0.008573447645968613,1.9367469879518073,"CP000139.1 Bacteroides vulgatus ATCC 8482, complete genome",data/refseq-k21.sbt.json,695a3cda83b53648aa8ad34f41a402b0
3150000,0.01857859038631672,0.6454918032786885,0.01857859038631672,0.010173468979586394,2.422222222222222,"CP001252.1 Shewanella baltica OS223, complete genome",data/refseq-k21.sbt.json,ec7c5a0601fd589b6ca7f69af6b7d4c3
3020000,0.01781185491005603,1.0,0.01781185491005603,0.031120414938865852,7.728476821192053,"BA000023.2 Sulfolobus tokodaii str. 7 DNA, complete genome",data/refseq-k21.sbt.json,40d31a5ba82b397f32e74276ae0dabe8
3400000,0.020053081686818047,0.5959595959595959,0.01739899734591566,0.008186775823677649,2.08135593220339,"CP000667.1 Salinispora tropica CNB-440, complete genome",data/refseq-k21.sbt.json,5ce9d565a386298c0f0f3acefebc4ca0
2940000,0.017340017693895607,0.9832214765100671,0.017281038041875554,0.019106921425619008,4.890784982935154,"AE017226.1 Treponema denticola ATCC 35405, complete genome",data/refseq-k21.sbt.json,6eeff60e6d4a27a9fe05803e8084274f
2830000,0.01669124152167502,0.5470588235294118,0.01645532291359481,0.0068400912012160165,1.8387096774193548,"NC_002927.3 Bordetella bronchiseptica strain RB50, complete genome",data/refseq-k21.sbt.json,91d4092fad3417d8fad641e34a5d5aae
2770000,0.016337363609554702,0.7176165803108808,0.016337363609554702,0.008240109868131574,2.2310469314079424,"CP001957.1 Haloferax volcanii DS2 plasmid pHV1, complete sequence",data/refseq-k21.sbt.json,b0b13ef10f6f8185addb25ed5de3d5d1
2620000,0.015452668829253908,0.9597069597069597,0.015452668829253908,0.014400192002560035,4.122137404580153,"CP000679.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete genome",data/refseq-k21.sbt.json,a7f6da94074c3dbe9e638303eeec0be9
2610000,0.015393689177233855,0.5679287305122495,0.015039811265113535,0.005520073600981347,1.6235294117647059,"CP000031.2 Ruegeria pomeroyi DSS-3, complete genome",data/refseq-k21.sbt.json,63abdd343de4ef3b7159e53badc3faab
2540000,0.014980831613093482,0.9304029304029304,0.014980831613093482,0.01225349671328951,3.6181102362204722,"CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome",data/refseq-k21.sbt.json,e7e295937c7806fa9512ff30a28a2db4
2520000,0.014862872309053376,0.9920948616600791,0.014803892657033324,0.0345471272950306,10.322709163346614,"FNNX01000090.1 Nitrosomonas europaea strain Nm50 genome assembly, contig: Ga0105865_190, whole genome shotgun sequence",data/refseq-k21.sbt.json,1ac39477c9355a37a8c67d956bba2a48
2530000,0.014921851961073429,0.8829787234042553,0.014685933352993218,0.010440139201856024,3.144578313253012,"CP001110.1 Pelodictyon phaeoclathratiforme BU-1, complete genome",data/refseq-k21.sbt.json,a94cc1e1356fbba47dadd0f9e57f3a83
