intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,name,filename,md5
7420000,0.03940729725423549,0.9946380697050938,0.03940729725423549,0.09111613128363362,6.685983827493262,BX119912.1 Rhodopirellula baltica SH 1 complete genome,data/refseq-k51.sbt.json,0158c8fed04b7805bd8b6c9b1deb0457
5270000,0.027988740772213076,0.7150610583446404,0.027988740772213076,0.023766231380975996,2.455407969639469,"BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome",data/refseq-k51.sbt.json,65dee47a2f5d0719c93a0f14398574d4
4530000,0.02405863295979606,0.6434659090909091,0.02405863295979606,0.015244182415927416,1.8322295805739515,"CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome",data/refseq-k51.sbt.json,d5fb91a1945683fed1128ce3a59570eb
4350000,0.023102660789208137,0.7823741007194245,0.023102660789208137,0.017925689202343564,2.2436781609195404,"CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome",data/refseq-k51.sbt.json,8f4d200ad2557c0da2a57913c21c0354
4240000,0.02251845557384885,0.9592760180995475,0.02251845557384885,0.03252704464892464,4.17688679245283,"AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome",data/refseq-k51.sbt.json,d39f70f284ac206dee2ee61b8a680a8b
4060000,0.02156248340326093,0.9552941176470588,0.02156248340326093,0.031241390710231968,4.189655172413793,"CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome",data/refseq-k51.sbt.json,25e2ad37d2f90d5d6ed8ec0521b7a059
4000000,0.021243826013064952,0.6578947368421053,0.021243826013064952,0.013719764174334674,1.8675,"AE015928.1 Bacteroides thetaiotaomicron VPI-5482, complete genome",data/refseq-k51.sbt.json,0b4c0b9a93b1998725462732d6b6a016
3840000,0.020394072972542355,0.9624060150375939,0.020394072972542355,0.03948794240270355,5.598958333333333,"CH959317.1 Sulfitobacter sp. NAS-14.1 scf_1099451320472 genomic scaffold, whole genome shotgun sequence",data/refseq-k51.sbt.json,4191f9193be96dbebba5ebaabc75dcf1
3770000,0.020022306017313717,0.9568527918781726,0.020022306017313717,0.025694712289015004,3.7108753315649867,"AE017180.2 Geobacter sulfurreducens PCA, complete genome",data/refseq-k51.sbt.json,d1c43766838dfffdefe2cf17d0742d12
3510000,0.018641457326464498,0.6114982578397212,0.018641457326464498,0.011423953569526328,1.772079772079772,"CP000850.1 Salinispora arenicola CNS-205, complete genome",data/refseq-k51.sbt.json,9429201e056e9e0f78ac9d9594289e82
