intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,name,filename,md5
6820000,0.04065816144032431,0.9985358711566618,0.04065816144032431,0.08808961718279869,8.370967741935484,BX119912.1 Rhodopirellula baltica SH 1 complete genome,data/refseq-k31.sbt.json,fe2f7e3e143e72582f902ff258901d47
6330000,0.03773697388816025,0.8032994923857868,0.03773697388816025,0.02757333086454042,2.8230647709320693,"BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome",data/refseq-k31.sbt.json,b707f3cdca627cd3c985ada91454874e
4780000,0.028496482651722905,0.7587301587301587,0.028496482651722905,0.014565878195929577,1.9748953974895398,"CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome",data/refseq-k31.sbt.json,e04a17715259ffe539c22d2f480a2484
4600000,0.02742339334684631,0.7455429497568882,0.02742339334684631,0.014519588328781497,2.0456521739130435,"AE015928.1 Bacteroides thetaiotaomicron VPI-5482, complete genome",data/refseq-k31.sbt.json,8affae43de8758c8d77c302cacc884ab
4410000,0.026290687969476572,0.8432122370936902,0.026290687969476572,0.017034671110493914,2.503401360544218,"CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome",data/refseq-k31.sbt.json,6cf63ffd3b4cdd74285f8c2ea5c04d78
4370000,0.026052223679503994,0.9711111111111111,0.026052223679503994,0.03411563208813591,5.059496567505721,"AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome",data/refseq-k31.sbt.json,ea5b483d89c2834cba889470ee54bc06
4180000,0.024919518302134257,0.9743589743589743,0.024919518302134257,0.03102964094493049,4.811004784688995,"CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome",data/refseq-k31.sbt.json,53ae51540690b8114e8c9b1de15ac31f
3800000,0.02265410754739478,0.974293059125964,0.022594491474901633,0.043527905074912436,7.443271767810026,"CH959317.1 Sulfitobacter sp. NAS-14.1 scf_1099451320472 genomic scaffold, whole genome shotgun sequence",data/refseq-k31.sbt.json,5d89b30ca0135902efc54d4dfef06c07
3750000,0.022356027184929055,0.7088846880907372,0.022356027184929055,0.010338070329738153,1.7866666666666666,"AE010299.1 Methanosarcina acetivorans str. C2A, complete genome",data/refseq-k31.sbt.json,5a9fc0ee959336a305ee239f9b66b7b9
3670000,0.021879098604983903,0.7021276595744681,0.02164063431501133,0.009844311746825287,1.7575757575757576,"CP000139.1 Bacteroides vulgatus ATCC 8482, complete genome",data/refseq-k31.sbt.json,c2a9fe2dfaa14f88998b7d1dabc05f46
3560000,0.021223321807559318,0.3869565217391304,0.021223321807559318,0.008116156706630252,1.4775280898876404,"CP000270.1 Burkholderia xenovorans LB400 chromosome 1, complete sequence",data/refseq-k31.sbt.json,00ba560c11b5aed2491ac8a484d4e210
3540000,0.02110408966257303,0.9779005524861878,0.02110408966257303,0.025305127374284437,4.632768361581921,"AE017180.2 Geobacter sulfurreducens PCA, complete genome",data/refseq-k31.sbt.json,cad70347d69826f67584d0a9d218bdbd
3420000,0.0203886967926553,0.5979020979020979,0.0203886967926553,0.010075761082565693,1.909356725146199,"CP000850.1 Salinispora arenicola CNS-205, complete genome",data/refseq-k31.sbt.json,9cd58999b3384a98ae6e1c6d42918dff
3330000,0.019852152140217003,0.8927613941018767,0.019852152140217003,0.014627598018793686,2.8468468468468466,"CP000568.1 Clostridium thermocellum ATCC 27405, complete genome",data/refseq-k31.sbt.json,c8dfefe51d10d2bc69e98ccb9f52cb8f
3250000,0.01937522356027185,0.6441351888667992,0.019315607487778705,0.010770109089786912,2.154320987654321,"CP001013.1 Leptothrix cholodnii SP-6, complete genome",data/refseq-k31.sbt.json,77c2bf53734a8f5a0a8368ca4166f45f
3170000,0.018898294980326698,0.5763636363636364,0.018898294980326698,0.009381413075344474,1.9179810725552051,"CP001252.1 Shewanella baltica OS223, complete genome",data/refseq-k31.sbt.json,7d8a17e40b0ac01fb333233e000e5972
2950000,0.017586741385477524,0.5374771480804388,0.01752712531298438,0.007344658920828897,1.619047619047619,"CP014013.1 Bordetella bronchiseptica strain ATCC:BAA-588D-5, complete genome",data/refseq-k31.sbt.json,5e11e70c6ccf2f4eaa51fc6bb424b9b3
2870000,0.017109812805532372,0.9761904761904762,0.017109812805532372,0.018407937169220324,4.156794425087108,"AE017226.1 Treponema denticola ATCC 35405, complete genome",data/refseq-k31.sbt.json,95591705e9950838f79db07b039c8fe5
2840000,0.01693096458805294,0.9435215946843853,0.01693096458805294,0.013532071162955763,3.0880281690140845,"CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome",data/refseq-k31.sbt.json,e767853e7baa62955403be55c7f72807
2800000,0.01669250029808036,1.0,0.01669250029808036,0.029100896480427102,6.735714285714286,"BA000023.2 Sulfolobus tokodaii str. 7 DNA, complete genome",data/refseq-k31.sbt.json,f292d2441d8e26c207c58181bd4d744e
2970000,0.01770597353046381,0.5524193548387096,0.016334803863121496,0.007205789319384653,1.7043795620437956,"CP000667.1 Salinispora tropica CNB-440, complete genome",data/refseq-k31.sbt.json,0859bb63eaa83740362a288b98c7052e
